Crs Code,Name,Changed By,Changed Date,NLC,16 Char Name,Address Line 1,Address Line 2,Address Line 3,Address Line 4,Address Line 5,Postcode,Longitude,Latitude,Station Operator,Staffing Level,CCTV Available,Info. avail. from staff,Opening Note,CIS,Help Points,Help Points Available,Ticket Office Opening Note,Ticket Office Available,Ticket Office Location,Pre-purchase Collection,Ticket Machine Available,Oyster Issued,Oyster Topup,Oyster Pickup,Use Oyster,Oyster Comments,Smartcard Issued,Smartcard Topup,Smartcard Pickup,Smartcard Validator,Smartcard Comments,Travelcard Zone,Penalty Fares,Penalty Fares TOCs,Penalty Fares URL,Always show Oyster,Note,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Available,Operator Name,Primary Tel Country,Primary Tel Nr.,Primary Tel Ext.,Url,Opening Note,Available,Operator Name,1st Class Lounge Note,1st Class Lounge Opening Note,1st Class Lounge Available,Seated Area Available,Seated Area Location,Waiting Room Opening Note,Waiting Room Available,Waiting Room Location,Trolleys Available,Refreshments Note,Refreshments Available,WC Available,WC Location,Baby Change Available,Baby Change Location,Showers Available,Telephones Exist,Telephones Usage Type,Wifi Note,Wifi Available,Web Kiosk Opening Note,Web Kiosk Available,Postbox Available,Postbox Location,Tourist Info Available,Tourist Info Location,ATM Available,ATM Location,Bureau de Change Available,Shops Note,Shops Available,Helpline Note,Helpline Contact,Helpline Opening Note,Staff Help Note,Staff Help Opening Note,Staff Help Available,Induction Loop,Accessible Ticket Machines Note,Accessible Ticket Machines Available,Height Adjusted Counter Note,Height Adjusted Counter Available,Train Access Ramp Available,Accessible Taxis,Accessible Phones,Nearest Stations More Facilities Note,National Key Toilets Available,National Key Toilets Location,Step Free Access Note,Step Free Access Available,Ticket Gates Note,Ticket Gates Available,Impaired Mobility Set Down Note,Impaired Mobility Set Down Available,Wheelchairs Opening Note,Wheelchairs Available,Spaces,Sheltered,Security,Location,Note,Type,Rail Replacement Note,Rail Replacement Map,Taxi Rank,Onward Travel,Metro Services,Airport,Port,Car Hire,Cycle Hire,Station Alert,TOCs,Station Category,Page Guid,,,,,
SNY,Sunnymeads,welsbys,30/04/2013,567500,SUNNYMEADS,Sunnymeads,Berkshire,,,,SL3 9PX,-0.559005825,51.46990139,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>Located at the bottom of the footbridge on the platforms</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,Y,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SL3 9PX&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Sunnymeads station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Sunnymeads is not suitable for wheelchair users who are advised to contact our Assisted Travel Team (0800 52 82 100) or use Staines or Windsor and Eton Riverside stations.</p>,N,,,,N,,N,0,No,Y,,,,On road bridge over Railway,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SNY.pdf"">here</a></p>",,,,,,,SW,,6B41D628ACF14841A4DA2F64C27D1E61,,,,,
SUR,Surbiton,KMiller,01/01/2014,557100,SURBITON,Victoria Road,Surbiton,,,,KT6 4PE,-0.303959858,51.39246129,SW,fullTime,Y,,,"DepartureScreens, Announcements",<p>Help points are available on all platforms</p>,Y,,Y,<p>In the booking hall and on the station over bridge</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Surbiton station</p>,N,,N,N,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>",<p>There is level access to the ticket office and lifts available to all platforms. Interchange is via lifts or stepped footbridge.</p>,Y,,,,N,,Y,70,Yes,Y,,<p>Secure area</p>,"Compound, Stands",<p>Station forecourt off Victoria road</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SUR.pdf"">here</a></p>",,,,,,"<p style=""line-height: normal; margin: 0cm 0cm 0pt;""><b><span>Surbiton station� Extra cycle parking</span></b></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span>On the 27 January work will begin on the installation of a new cycle parking facility, with funding from the DfT and TfL This work will take six to eight weeks to complete and will provide an additional 192 spaces.</span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span>During the work there will be no impact on the availability of current cycle parking. However, there will be a small reduction in the availability of car parking to accommodate the work and site compound.</span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span> <div class=""primaryStyle updateBodyStart""> <div style=""z-index: auto; position: relative; display: block; visibility: visible; top: 0px; left: 0px;"" id=""web_msg_stn_up_update_body0"" class=""primaryStyle bodyInner""> <div class=""primaryStyle webMessageList""> <div><span><span>From the 25 January, Osborne on behalf of South West Trains and Network Rail will begin work on replacing the station canopy and re-wiring the station. </span></span><span><span>This work will lead to some disruption in how you use the station, and we are working to keep this to a minimum.</span></span></div> </div> </div> </div> </p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;"">&#160;</p> <p></span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span>Thank you for your patience while we complete this station improvement.</span></p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;"">&#160;</p> <p style=""line-height: normal; margin: 0cm 0cm 0pt;""><span></span></p>",SW,,61E835E670614EEE8CE05E55D14C9B7E,,,,,
SNW,Swanwick,KMiller,01/01/2014,592000,SWANWICK,Botley Road,Park Gate,Southampton,,,SO31 1BA,-1.265855068,50.87565884,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Located near the station entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,Y,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Swanwick station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Only platform 1 towards Southampton is accessible to wheelchair users.</p>,N,,,,N,,N,48,Yes,Y,,,Stands,<p>Station Forecourt</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SNW.pdf"">here</a></p>",,,,,,,SW,,F31DC5F377554F75BC78627AED30CFE0,,,,,
SWY,Sway,KMiller,01/01/2014,588400,SWAY,Station Road,Sway,Lymington,,,SO41 6BA,-1.610008474,50.78469022,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On platform 1 next to the ticket office</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Sway station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Step free access to both platforms but no interchange. Ticket Office accessible from street.</p>,N,,,,Y,,N,8,Yes,Y,,,Stands,"<p>To Bournemouth, outside Post Office. To Brockenhurst, bus stop by Approach Road.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SWY.pdf"">here</a></p>",,,,,,,SW,,FB4BB95CEE774FC0BC6E083A82D9D270,,,,,
SWG,Swaythling,KThimbleby,20/01/2014,593300,SWAYTHLING,Wessex Lane,Swaythling,Southampton,,,SO18 2LB,-1.376413966,50.94113949,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On platform 2</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO18 2LB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Swaythling station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Country bound services(platform 2)&nbsp,are accessible to wheelchair users at Swathling station. Customers for London Bound services are advised to use Eastleigh station.</p>,N,,,,N,,N,4,No,Y,,,Stands,<p>Outside station in Wessex Lane.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SWG.pdf"">here</a></p>",,,,,,,SW,,360ACD2EE5CA417D8FE864794D276B3F,,,,
SYL,Syon Lane,cevans,22/08/2013,560900,SYON LANE,Syon Lane,Greater London,,,,TW8 8JG,-0.32513115,51.48179326,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>On platform 1 London direction</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 4,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW8 8JG&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Syon Lane station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Platform 1 to London (for trains to Brentford and London Waterloo)&nbsp, is accessible to wheelchair users via footpath from Rothbury Gardens.</p> <p>Platform 2 from London (for trains to Feltham&nbsp,and Twickenham) is inaccessible. Customers are advised to use Feltham as Brentford&nbsp,lift is only&nbsp,opperational during ticket office hours.&nbsp,Please contact our Assisted Travel team (0800 52 82 100)</p> <p>Services to Windsor and Reading are accesible to wheechair users. Customers are advised to use Brentford for services to London.</p>,N,,,,N,,N,30,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1 and platform 2 "">Platform 1 and platform 2 </span></p>",,Stands,"<p>Bus stop to left of station in Syon Lane. To Barnes, bus stop B. To Hounslow, bus stop A.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/SYL.pdf"">here</a></p>",,,,,,,SW,,41A3E3AA1FF441309E2ADD34EA327E95
TED,Teddington,KMiller,01/01/2014,557200,TEDDINGTON,Victoria Road,Teddington,Greater London,,,TW11 0BB,-0.332691888,51.42452799,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>At entrance to platforms at the bottom of the footbridge</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,N,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW11 0BB&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Teddington station</a></p>",N,,N,Y,,N,,Y,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,Y,,,,N,,<p>Teddington has level access to both platforms. Interchange between platforms is via the road (Please allow 25 minutes for transfer)</p>,Y,,,,N,,N,124,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1, platform 2 and station entrance"">Platform 1, platform 2 and station entrance</span></p>",,Stands,<p>Opposite Station road entrance.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TED.pdf"">here</a></p>",,,,,,,SW,,5658BD9E03534CFA8A1FFFBD6B908CD1,,,,,
TMC,Templecombe,cplewa,12/03/2014,583700,TEMPLECOMBE,Station Road,Templecombe,,,,BA8 0JR,-2.417513122,51.00113031,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On the platform in waiting shelter</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,Y,,N,Y,,N,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Templecombe station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,<p>Must be pre-booked</p>,,,N,,"<p>Templecombe is a fully wheelchair accessible station to the only operational platform. If use of Barrow Crossing required, please allow 20 minutes for Signaller</p>",N,,,,N,,N,4,Yes,Y,,,Stands,<p>Station Road - Yarnbottom car park entrance.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TMC.pdf"">here</a></p>",,,,,,,SW,,4B04E95D9F834E6CB3F41AA1B346E969,,,,,
THD,Thames Ditton,KThimbleby,20/01/2014,561000,THAMES DITTON,Station Road,Thames Ditton,,,,KT7 0PA,-0.33901409,51.38900668,SW,partTime,Y,,,"DepartureScreens, Announcements",<p>Help points are available on all platforms</p>,Y,,Y,<p>Platform 1</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 6,,,,Y,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,Y,N,,N,,N,N,CardsAndCoins,<p>Find WiFi Hotspots around Thames Ditton station</p>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,<p>Surbiton</p>,N,,"<p>Thames Ditton is accessible to wheelchair users but owing to long steeply sloping footpaths, assistance may be required. Hampton Court and Surbiton either side of Thames Ditton&nbsp;are more accessible.</p>",Y,,,,N,,N,8,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""platform 1 and 2"">Platform 1 and 2</span></p>",,Stands,"To Hampton Court, bottom of Station Path in Station Road, just past Basingfield Road. To Surbiton, Court Road bus stop.",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/THD.pdf"">here</a></p>",,,,,,,SW,,803AB89C99A941BD89EC21FC9073369C,,,,,
TIS,Tisbury,cevans,22/08/2013,579800,TISBURY,Station Road,Tisbury,,,,SP3 6JT,-2.079012098,51.06083999,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside the main station entrance.</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,Y,,N,Y,CardsAndCoins,<p>Find WiFi Hotspots around Tisbury station</p>,N,,N,Y,,N,,N,,N,,N,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,<p>Must be pre-booked</p>,,,N,,<p>Tisbury is a fully wheelchair accessible station.</p>,Y,,,,N,,N,4,No,Y,<p>Car park</p>,,Stands,"<p>Station Forecourt, off Station Road.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TIS.pdf"">here</a></p>",,,,,,,SW,,B5138FEC1FAC49388FE4ED44D6605FE2,,,,,
TOL,Tolworth,cevans,22/08/2013,557300,TOLWORTH,Kingston Road,Surbiton,,,,KT5 9NX,-0.279679278,51.37681954,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Near the station entrance</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 5,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,N,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=KT5 9NX&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Tolworth station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Tolworth is unsuitable for Wheechair users. Customers are advised to use Surbiton station as an alternative.</p>,N,,,,N,,N,16,No,Y,<p>Car park</p>,,Stands,<p>Bus lay-by outside Station on Kingston Road.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TOL.pdf"">here</a></p>",,,,,,,SW,,C3A9DD9F72CB4C6FA864D191014704CB,,,,,
TTN,Totton,cevans,22/08/2013,592100,TOTTON,Station Road North,Totton,Southampton,,,SO40 3AB,-1.482139753,50.91800544,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>On platform 1 (London bound)</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,N,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SO40 3AB&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Totton station</a></p>",N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>There is level access to platform 1 (for trains to Southampton and London).</p> <p>Access to platform 2 (for trains to Brockenhurst and Poole) is via steps. Passengers wishing to use the platform are advised to travel via Southampton Central or contact our Assisted Travel team (0800 52 82 100)</p>,N,,,,N,,N,24,Yes,Y,<p>Platforms 1 & 2</p>,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""4 lockers and 20 cycle stand parking spaces"">4 lockers and 20 cycle stand parking spaces</span></p>","Lockers, Stands",<p>From Southampton : Commercial Road (Bus Stop nr Station Road North) To Southampton: High Street.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TTN.pdf"">here</a></p>",,,,,,,SW,,58F6F90C3B9F4327ADB1D4CD5F7A795B,,,,,
TWI,Twickenham,KMiller,01/01/2014,557400,TWICKENHAM,London Road,Twickenham,Greater London,,,TW1 3SX,-0.329159686,51.45037655,SW,partTime,Y,,,"DepartureScreens, Announcements, ArrivalScreens",<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside the station entrance and in the booking hall</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 5,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,Y,,Y,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW1 3SX&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Twickenham station</a></p>",N,,N,N,,N,,N,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,Y,Y,,,,N,"<p>A National Key Scheme toilet is available. Radar Key available from station staff. If you wish to buy a 'National Key Scheme' key, [RADAR]. Their address is 12 City Forum, 250 City Road, London EC1V 8AF, tel: 020 7250 3222, minicom: 020 7250 4119, fax: 020 7250 0212, email: radar@radar.org.uk, web www.radar.org.uk/ site:</p>","<p>Twickenham is fully accessible to wheelchair users. Access to platforms 4 and 5 (for trains to Reading, Wimbledon, Windsor, Richmond, Clapham and London Waterloo) is via a staff-operated stair lift. Please ask a member of staff for assistance. Access to platform 3 (for stopping services to London Waterloo and all Waterloo bound services on match days) is via the car park - please appraoch staff at the main entrance who will be happy to assist you.</p>",Y,,,,N,,Y,66,Yes,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""booking hall exit and car park"">Booking hall exit and car park</span></p>",,Stands,<p>Station car park alongside station.</p>,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/TWI.pdf"">here</a></p>",,,,,,"<p>Step free access will be unavailable at the station between Platforms 4 and 5 and the station exit from 14/12/2013 until further notice. <br /> Customers requiring step-free access travelling from Reading, Windsor, Staines, Feltham and Kingston should continue to Richmond where road transportation to Twickenham will be arranged. <br /> Customers arriving from London Waterloo, Clapham Junction and Putney should alight at Richmond from where road transportation to Twickenham will be arranged.��</p>",SW,,04B1B2402DC74B2284DEDD5C35117689,,,,,
UPH,Upper Halliford,KThimbleby,20/01/2014,561300,UPPER HALLIFORD,Upper Halliford Road,Sunbury On Thames,Middlesex,,,TW16 7HB,-0.43089616,51.41306951,SW,partTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Near the station entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,N,,,,,,N,Please contact our Customer Service Centre on 0845 6000 650,,,,,N,,,,,,,Y,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=TW16 7HB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Upper Halliford station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Only platform 2 is accessible to wheelchair users customers are advised to use Shepperton.</p>,N,,,,N,,N,4,No,Y,,,Stands,,,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/UPH.pdf"">here</a></p>",,,,,,,SW,,95A63836365B4B3FA13E3BBAA20B8E2C,,,,,
UPW,Upwey,cevans,22/08/2013,596700,UPWEY,Upwey,Dorset,,,,DT3 5RB,-2.466146876,50.64825691,SW,unstaffed,Y,,,,<p>Help points are available on all platforms</p>,Y,,N,<p>On the platform 1 at the entrance</p>,TicketMachine,Y,N,N,NotAvailable,N,,N,N,NotAvailable,Y,,,,,,N,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,N,,,,N,N,,,N,,N,,N,N,,N,,N,N,CardsAndCoins,<a href='http://btopenzone.hotspot-directory.com/results.php?txtQuick=DT3 5RB&z=9&radRoaming=1' target='_blank'>Find WiFi Hotspots around Upwey station</a>,N,,N,N,,N,,N,,N,,N,,,,,,N,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Platform 1 (for trains to Poole and London) has level access.</p> <p>Access to platform2 (for trains to Weymouth) is via a footbridge with steps.</p>,N,,,,N,,N,2,No,Y,,,Stands,"<p>To Weymouth: Stop on A354 Dorchester Road in Broadway at the bus lay-by - outside Methodist Church. To Dorchester: Stop on A354 Dorchester Road nearly opposite the Methodist church at the bus stop,</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/UPW.pdf"">here</a></p>",,,,,,,SW,,D048937468F84F599D64A36FE06AB560,,,,,
VXH,Vauxhall,KMiller,28/01/2014,559700,VAUXHALL,South Lambeth Road,London,,,,SW8 1SS,-0.122870783,51.48619345,SW,fullTime,Y,,,,<p>Help points are available on all platforms</p>,Y,,Y,<p>Outside near both station entrances</p>,TicketMachine,Y,N,Y,TicketMachine,Y,,N,N,NotAvailable,N,,Zone 1/2,,,,Y,<p>Please contact our Customer Service Centre on 0845 6000 650</p>,,,,,N,,,,,,,Y,,,,N,Y,,,Y,,N,,N,N,,N,,N,Y,CardsAndCoins,"<p><a href=""http://btopenzone.hotspot-directory.com/results.php?txtQuick=SW8 1SS&amp;z=9&amp;radRoaming=1"" target=""_blank"">Find WiFi Hotspots around Vauxhall station</a></p>",N,,N,Y,Outside the station,N,,Y,,N,,Y,,,,,,Y,Y,"<p>All South West Trains ticket machines are able to sell tickets with Disabled Persons Railcard discounts. All machines are accessible, however the station may not be so please check the station access note for further details</p>",Y,,N,N,,,,N,,<p>Lifts are available to all platforms</p>,Y,,,,N,,N,0,No,Y,"<p><span style=""font-family: ;"" data-sheets-rawvalue=""booking hall entrance "">Booking hall entrance </span></p>",,Stands,"<p>To Clapham, main station entrance - South Lambeth Road (Oval side of Station). To Waterloo, Wandsworth Road by pedestrian underpass.</p>",,,"<p>Information to plan your onward journey is available in a printable format&nbsp;<a href=""http://www.nationalrail.co.uk/posters/VXH.pdf"">here</a></p>",,,,,,,SW,,C48DFFEEC7BE4F7A94AA752B6A221AD2,,,,,
